instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
13049,02/07/2012,3,1,7,21,0,1,0,1,1,31.16,0.6818,0.45,0.1343,8.998,0.558,17,241,258
13050,02/07/2012,3,1,7,22,0,1,0,1,1,30.34,0.6667,0.51,0.1642,11.001,0.537,19,169,188
13051,02/07/2012,3,1,7,23,0,1,0,1,1,30.34,0.6667,0.51,0.1045,7.002,0.549,12,90,102
13052,03/07/2012,3,1,7,0,0,2,0,1,1,29.52,0.6667,0.54,0,0,0.56,9,44,53
13053,03/07/2012,3,1,7,1,0,2,0,1,1,29.52,0.6667,0.58,0,0,0.56,5,9,14
13054,03/07/2012,3,1,7,2,0,2,0,1,1,29.52,0.6667,0.58,0,0,0.56,2,8,10
13055,03/07/2012,3,1,7,3,0,2,0,1,1,28.7,0.6515,0.65,0.1343,8.998,0.519,0,2,2
13056,03/07/2012,3,1,7,4,0,2,0,1,1,27.88,0.6364,0.65,0.1045,7.002,0.51,0,6,6
13057,03/07/2012,3,1,7,5,0,2,0,1,1,28.7,0.6515,0.61,0,0,0.545,2,33,35
13058,03/07/2012,3,1,7,6,0,2,0,1,1,28.7,0.6515,0.65,0.1343,8.998,0.519,5,149,154
13059,03/07/2012,3,1,7,7,0,2,0,1,1,30.34,0.6818,0.58,0,0,0.575,21,462,483
13060,03/07/2012,3,1,7,8,0,2,0,1,1,30.34,0.6818,0.62,0.0896,6.003,0.557,42,604,646
13061,03/07/2012,3,1,7,9,0,2,0,1,1,32.8,0.7424,0.49,0.1642,11.001,0.59,46,226,272
13062,03/07/2012,3,1,7,10,0,2,0,1,1,33.62,0.7424,0.43,0.2239,15.001,0.588,56,153,209
13063,03/07/2012,3,1,7,11,0,2,0,1,1,35.26,0.7576,0.34,0.194,12.998,0.618,66,151,217
13064,03/07/2012,3,1,7,12,0,2,0,1,1,36.08,0.7576,0.28,0.194,12.998,0.628,74,198,272
13065,03/07/2012,3,1,7,13,0,2,0,1,1,36.9,0.7727,0.25,0.1343,8.998,0.655,80,203,283
13066,03/07/2012,3,1,7,14,0,2,0,1,1,36.9,0.7727,0.25,0.194,12.998,0.643,69,241,310
13067,03/07/2012,3,1,7,15,0,2,0,1,2,36.9,0.7727,0.24,0,0,0.682,71,330,401
13068,03/07/2012,3,1,7,16,0,2,0,1,2,36.9,0.7727,0.24,0.194,12.998,0.643,90,437,527
13069,03/07/2012,3,1,7,17,0,2,0,1,2,35.26,0.7424,0.3,0.1642,11.001,0.62,102,620,722
13070,03/07/2012,3,1,7,18,0,2,0,1,2,35.26,0.7424,0.3,0,0,0.653,85,542,627
13071,03/07/2012,3,1,7,19,0,2,0,1,2,34.44,0.7424,0.36,0.1343,8.998,0.616,66,431,497
13072,03/07/2012,3,1,7,20,0,2,0,1,3,31.16,0.697,0.55,0.4925,32.998,0.491,80,296,376
13073,03/07/2012,3,1,7,21,0,2,0,1,2,28.7,0.6515,0.7,0.2836,19.001,0.489,36,160,196
13074,03/07/2012,3,1,7,22,0,2,0,1,1,27.88,0.6364,0.79,0.194,12.998,0.492,26,151,177
13075,03/07/2012,3,1,7,23,0,2,0,1,1,27.06,0.6061,0.83,0,0,0.512,19,152,171
13076,04/07/2012,3,1,7,0,1,3,0,0,1,27.88,0.6364,0.79,0.0896,6.003,0.513,19,140,159
13077,04/07/2012,3,1,7,1,1,3,0,0,1,27.88,0.6364,0.74,0,0,0.531,27,96,123
13078,04/07/2012,3,1,7,2,1,3,0,0,1,27.06,0.6061,0.83,0.1343,8.998,0.485,27,66,93
13079,04/07/2012,3,1,7,3,1,3,0,0,1,27.88,0.6364,0.74,0.194,12.998,0.492,9,23,32
13080,04/07/2012,3,1,7,4,1,3,0,0,1,27.88,0.6364,0.69,0.2537,16.998,0.48,5,11,16
13081,04/07/2012,3,1,7,5,1,3,0,0,1,27.06,0.6212,0.69,0,0,0.516,5,14,19
13082,04/07/2012,3,1,7,6,1,3,0,0,1,27.06,0.6212,0.69,0,0,0.516,9,23,32
13083,04/07/2012,3,1,7,7,1,3,0,0,1,27.88,0.6364,0.65,0,0,0.531,10,62,72
13084,04/07/2012,3,1,7,8,1,3,0,0,1,28.7,0.6515,0.61,0.1045,7.002,0.525,43,110,153
13085,04/07/2012,3,1,7,9,1,3,0,0,1,31.16,0.697,0.52,0,0,0.589,90,203,293
13086,04/07/2012,3,1,7,10,1,3,0,0,1,32.8,0.7273,0.46,0,0,0.618,143,304,447
13087,04/07/2012,3,1,7,11,1,3,0,0,1,33.62,0.7576,0.46,0.1343,8.998,0.61,164,321,485
13088,04/07/2012,3,1,7,12,1,3,0,0,1,35.26,0.7879,0.41,0.2239,15.001,0.622,164,330,494
13089,04/07/2012,3,1,7,13,1,3,0,0,1,36.9,0.8182,0.35,0,0,0.695,177,322,499
13090,04/07/2012,3,1,7,14,1,3,0,0,1,36.9,0.8182,0.37,0.1642,11.001,0.663,190,357,547
13091,04/07/2012,3,1,7,15,1,3,0,0,1,37.72,0.8485,0.35,0.2985,19.999,0.655,155,299,454
13092,04/07/2012,3,1,7,16,1,3,0,0,1,37.72,0.8485,0.35,0.2537,16.998,0.664,163,226,389
13093,04/07/2012,3,1,7,17,1,3,0,0,1,37.72,0.8485,0.35,0.2985,19.999,0.655,161,253,414
13094,04/07/2012,3,1,7,18,1,3,0,0,1,36.9,0.8485,0.42,0.194,12.998,0.666,159,271,430
13095,04/07/2012,3,1,7,19,1,3,0,0,1,35.26,0.803,0.47,0.2239,15.001,0.626,177,255,432
13096,04/07/2012,3,1,7,20,1,3,0,0,1,35.26,0.803,0.47,0.2239,15.001,0.626,237,314,551
13097,04/07/2012,3,1,7,21,1,3,0,0,1,34.44,0.803,0.53,0.1343,8.998,0.634,222,362,584
13098,04/07/2012,3,1,7,22,1,3,0,0,1,33.62,0.7879,0.56,0.2239,15.001,0.602,175,327,502
13099,04/07/2012,3,1,7,23,1,3,0,0,2,31.98,0.697,0.43,0.0896,6.003,0.581,31,152,183
13100,05/07/2012,3,1,7,0,0,4,0,1,1,30.34,0.6667,0.51,0.1045,7.002,0.549,17,71,88
13101,05/07/2012,3,1,7,1,0,4,0,1,1,30.34,0.6667,0.51,0.2836,19.001,0.513,6,24,
13102,05/07/2012,3,1,7,2,0,4,0,1,1,30.34,0.6667,0.51,0,0,0.57,4,14,18
13103,05/07/2012,3,1,7,3,0,4,0,1,1,29.52,0.6667,0.54,0.194,12.998,0.521,2,5,7
13104,05/07/2012,3,1,7,4,0,4,0,1,1,29.52,0.6667,0.58,0,0,0.56,0,7,7
13105,05/07/2012,3,1,7,5,0,4,0,1,1,29.52,0.6818,0.62,0,0,0.565,1,28,29
13106,05/07/2012,3,1,7,6,0,4,0,1,1,29.52,0.6667,0.58,0,0,0.56,3,130,133
13107,05/07/2012,3,1,7,7,0,4,0,1,1,31.16,0.697,0.55,0,0,0.589,27,316,343
13108,05/07/2012,3,1,7,8,0,4,0,1,1,32.8,0.7424,0.49,0.1343,8.998,0.596,36,514,550
13109,05/07/2012,3,1,7,9,0,4,0,1,1,34.44,0.7879,0.49,0.2985,19.999,0.597,47,246,293
13110,05/07/2012,3,1,7,10,0,4,0,1,1,35.26,0.7879,0.44,0.3582,23.999,0.595,69,117,186
13111,05/07/2012,3,1,7,11,0,4,0,1,1,36.9,0.8182,0.35,0.2985,19.999,0.636,107,137,244
13112,05/07/2012,3,1,7,12,0,4,0,1,1,36.9,0.8182,0.35,0.3582,23.999,0.624,88,188,276
13113,05/07/2012,3,1,7,13,0,4,0,1,1,37.72,0.8333,0.33,0.2239,15.001,0.665,129,181,310
13114,05/07/2012,3,1,7,14,0,4,0,1,1,37.72,0.8333,0.33,0.3284,22.003,0.644,87,154,241
13115,05/07/2012,3,1,7,15,0,4,0,1,1,37.72,0.8333,0.33,0.3582,23.999,0.638,71,183,254
13116,05/07/2012,3,1,7,16,0,4,0,1,1,37.72,0.8333,0.33,0.2537,16.998,0.659,109,324,433
13117,05/07/2012,3,1,7,17,0,4,0,1,1,37.72,0.8485,0.35,0.1642,11.001,0.682,114,575,689
13118,05/07/2012,3,1,7,18,0,4,0,1,2,36.9,0.8333,0.39,0.3284,22.003,0.634,96,511,607
13119,05/07/2012,3,1,7,19,0,4,0,1,2,36.08,0.803,0.39,0.2537,16.998,0.63,128,375,503
13120,05/07/2012,3,1,7,20,0,4,0,1,2,35.26,0.7879,0.41,0.2239,15.001,0.622,78,243,321
13121,05/07/2012,3,1,7,21,0,4,0,1,1,34.44,0.7727,0.47,0.194,12.998,0.613,91,232,323
13122,05/07/2012,3,1,7,22,0,4,0,1,1,33.62,0.803,0.59,0.1343,8.998,0.624,63,162,225
13123,05/07/2012,3,1,7,23,0,4,0,1,1,32.8,0.7576,0.55,0.1642,11.001,0.594,32,99,131
13124,06/07/2012,3,1,7,0,0,5,0,1,1,31.98,0.7424,0.62,0.1343,8.998,0.586,39,63,102
13125,06/07/2012,3,1,7,1,0,5,0,1,1,31.98,0.7273,0.55,0.2239,15.001,0.563,7,22,29
13126,06/07/2012,3,1,7,2,0,5,0,1,1,31.16,0.7121,0.62,0.1343,8.998,0.567,4,13,17
13127,06/07/2012,3,1,7,3,0,5,0,1,2,30.34,0.697,0.7,0.194,12.998,0.54,1,6,7
13128,06/07/2012,3,1,7,4,0,5,0,1,1,30.34,0.697,0.66,0.2239,15.001,0.534,2,4,6
13129,06/07/2012,3,1,7,5,0,5,0,1,1,30.34,0.697,0.66,0.194,12.998,0.54,4,31,35
13130,06/07/2012,3,1,7,6,0,5,0,1,1,30.34,0.697,0.66,0.194,12.998,0.54,4,127,131
13131,06/07/2012,3,1,7,7,0,5,0,1,1,31.98,0.697,0.46,0.1343,8.998,0.572,20,333,353
13132,06/07/2012,3,1,7,8,0,5,0,1,1,32.8,0.7121,0.41,0.1642,11.001,0.581,28,557,585
13133,06/07/2012,3,1,7,9,0,5,0,1,1,33.62,0.7273,0.36,0.1343,8.998,0.601,55,249,304
13134,06/07/2012,3,1,7,10,0,5,0,1,1,35.26,0.7424,0.3,0,0,0.653,80,130,210
13135,06/07/2012,3,1,7,11,0,5,0,1,1,34.44,0.7273,0.32,0.0896,6.003,0.62,92,141,233
13136,06/07/2012,3,1,7,12,0,5,0,1,1,36.08,0.7576,0.28,0.1045,7.002,0.646,111,220,331
13137,06/07/2012,3,1,7,13,0,5,0,1,1,36.9,0.7879,0.27,0.1045,7.002,0.665,99,194,293
13138,06/07/2012,3,1,7,14,0,5,0,1,1,36.9,0.803,0.31,0.1642,11.001,0.658,91,184,275
13139,06/07/2012,3,1,7,15,0,5,0,1,1,37.72,0.8182,0.29,0.194,12.998,0.667,79,206,285
13140,06/07/2012,3,1,7,16,0,5,0,1,1,37.72,0.8182,0.29,0.1045,7.002,0.685,69,300,369
13141,06/07/2012,3,1,7,17,0,5,0,1,1,37.72,0.8182,0.29,0,0,0.705,90,486,576
13142,06/07/2012,3,1,7,18,0,5,0,1,1,36.9,0.803,0.33,0.2537,16.998,0.64,106,454,560
13143,06/07/2012,3,1,7,19,0,5,0,1,1,36.08,0.7879,0.35,0.2239,15.001,0.632,112,306,418
13144,06/07/2012,3,1,7,20,0,5,0,1,1,35.26,0.7727,0.39,0.1045,7.002,0.641,91,245,336
13145,06/07/2012,3,1,7,21,0,5,0,1,1,33.62,0.7727,0.52,0.1343,8.998,0.615,77,223,300
13146,06/07/2012,3,1,7,22,0,5,0,1,1,32.8,0.7576,0.55,0.194,12.998,0.588,78,210,288
13147,06/07/2012,3,1,7,23,0,5,0,1,1,32.8,0.7879,0.63,0.1045,7.002,0.615,27,137,164
13148,07/07/2012,3,1,7,0,0,6,1,0,1,31.98,0.7576,0.66,0.1343,8.998,0.59,35,115,150
13149,07/07/2012,3,1,7,1,0,6,1,0,1,31.16,0.7273,0.7,0.1642,11.001,0.565,16,55,71
13150,07/07/2012,3,1,7,2,0,6,1,0,1,31.16,0.7424,0.72,0.1642,11.001,0.57,11,47,58
13151,07/07/2012,3,1,7,3,0,6,1,0,1,30.34,0.7121,0.74,0.1343,8.998,0.557,12,19,31
13152,07/07/2012,3,1,7,4,0,6,1,0,1,30.34,0.7121,0.74,0.1642,11.001,0.551,3,13,16
13153,07/07/2012,3,1,7,5,0,6,1,0,1,30.34,0.7121,0.74,0.194,12.998,0.545,2,12,14
13154,07/07/2012,3,1,7,6,0,6,1,0,1,30.34,0.7121,0.74,0.1045,7.002,0.563,4,27,31
13155,07/07/2012,3,1,7,7,0,6,1,0,1,31.98,0.7576,0.66,0.1045,7.002,0.596,8,63,71
13156,07/07/2012,3,1,7,8,0,6,1,0,1,33.62,0.8333,0.63,0.194,12.998,0.621,32,120,152
13157,07/07/2012,3,1,7,9,0,6,1,0,1,34.44,0.8333,0.59,0.1642,11.001,0.637,69,187,256
13158,07/07/2012,3,1,7,10,0,6,1,0,1,37.72,0.8636,0.37,0.2239,15.001,0.674,100,225,325
13159,07/07/2012,3,1,7,11,0,6,1,0,1,38.54,0.8788,0.38,0.194,12.998,0.695,122,245,367
13160,07/07/2012,3,1,7,12,0,6,1,0,1,39.36,0.8636,0.31,0.3582,23.999,0.667,124,218,342
13161,07/07/2012,3,1,7,13,0,6,1,0,2,39.36,0.8636,0.31,0.2537,16.998,0.688,116,244,360
13162,07/07/2012,3,1,7,14,0,6,1,0,2,39.36,0.8636,0.3,0.1343,8.998,0.712,105,203,308
13163,07/07/2012,3,1,7,15,0,6,1,0,1,39.36,0.8485,0.26,0,0,0.735,113,193,306
13164,07/07/2012,3,1,7,16,0,6,1,0,1,41,0.8636,0.19,0.1642,11.001,0.726,102,192,294
13165,07/07/2012,3,1,7,17,0,6,1,0,1,39.36,0.8485,0.26,0.1343,8.998,0.708,103,176,279
13166,07/07/2012,3,1,7,18,0,6,1,0,1,38.54,0.8333,0.29,0.0896,6.003,0.702,83,194,277
13167,07/07/2012,3,1,7,19,0,6,1,0,1,37.72,0.8333,0.33,0.1343,8.998,0.683,68,219,287
13168,07/07/2012,3,1,7,20,0,6,1,0,1,36.9,0.8182,0.37,0.1642,11.001,0.663,79,197,276
13169,07/07/2012,3,1,7,21,0,6,1,0,1,36.08,0.7879,0.37,0.194,12.998,0.638,51,150,201
13170,07/07/2012,3,1,7,22,0,6,1,0,1,34.44,0.8333,0.59,0.194,12.998,0.631,56,164,220
13171,07/07/2012,3,1,7,23,0,6,1,0,1,34.44,0.8182,0.56,0.1642,11.001,0.633,34,114,148
13172,08/07/2012,3,1,7,0,0,0,1,0,1,33.62,0.7879,0.56,0.1343,8.998,0.62,22,125,147
13173,08/07/2012,3,1,7,1,0,0,1,0,1,33.62,0.7879,0.56,0.1045,7.002,0.625,25,99,124
13174,08/07/2012,3,1,7,2,0,0,1,0,1,33.62,0.7727,0.52,0.1045,7.002,0.621,11,59,70
13175,08/07/2012,3,1,7,3,0,0,1,0,1,32.8,0.7727,0.59,0.1045,7.002,0.611,1,34,35
13176,08/07/2012,3,1,7,4,0,0,1,0,1,31.98,0.7576,0.66,0.1045,7.002,0.596,2,11,13
13177,08/07/2012,3,1,7,5,0,0,1,0,1,31.98,0.7424,0.62,0,0,0.613,1,5,6
13178,08/07/2012,3,1,7,6,0,0,1,0,1,31.98,0.7727,0.7,0.1343,8.998,0.595,5,16,21
13179,08/07/2012,3,1,7,7,0,0,1,0,1,32.8,0.803,0.66,0,0,0.641,19,33,52
13180,08/07/2012,3,1,7,8,0,0,1,0,1,34.44,0.803,0.53,0.1343,8.998,0.634,35,95,130
13181,08/07/2012,3,1,7,9,0,0,1,0,1,35.26,0.8182,0.5,0.1045,7.002,0.655,70,172,242
13182,08/07/2012,3,1,7,10,0,0,1,0,1,36.9,0.8636,0.45,0,0,0.709,85,234,319
13183,08/07/2012,3,1,7,11,0,0,1,0,1,37.72,0.8939,0.42,0.2985,19.999,0.668,120,269,389
13184,08/07/2012,3,1,7,12,0,0,1,0,1,37.72,0.8939,0.42,0.194,12.998,0.689,105,271,376
13185,08/07/2012,3,1,7,13,0,0,1,0,1,38.54,0.8788,0.38,0.2537,16.998,0.683,118,219,337
13186,08/07/2012,3,1,7,14,0,0,1,0,1,39.36,0.9091,0.36,0.1642,11.001,0.72,77,235,312
13187,08/07/2012,3,1,7,15,0,0,1,0,3,37.72,0.8939,0.42,0.2836,19.001,0.671,80,218,298
13188,08/07/2012,3,1,7,16,0,0,1,0,2,32.8,0.803,0.66,0.2239,15.001,0.596,65,226,291
13189,08/07/2012,3,1,7,17,0,0,1,0,1,31.98,0.7424,0.59,0,0,0.613,68,202,270
13190,08/07/2012,3,1,7,18,0,0,1,0,1,31.98,0.7424,0.62,0.1045,7.002,0.592,54,199,253
13191,08/07/2012,3,1,7,19,0,0,1,0,1,31.98,0.7424,0.62,0.1642,11.001,0.58,66,184,250
13192,08/07/2012,3,1,7,20,0,0,1,0,1,31.16,0.7273,0.7,0.0896,6.003,0.58,79,206,285
13193,08/07/2012,3,1,7,21,0,0,1,0,1,31.16,0.7273,0.7,0.1343,8.998,0.571,58,149,207
13194,08/07/2012,3,1,7,22,0,0,1,0,3,30.34,0.697,0.7,0.0896,6.003,0.561,12,110,122
13195,08/07/2012,3,1,7,23,0,0,1,0,3,27.88,0.6364,0.83,0.0896,6.003,0.513,25,98,123
13196,09/07/2012,3,1,7,0,0,1,0,1,2,27.88,0.6364,0.89,0.0896,6.003,0.513,6,33,39
13197,09/07/2012,3,1,7,1,0,1,0,1,3,28.7,0.6667,0.89,0.1045,7.002,0.529,5,13,18
13198,09/07/2012,3,1,7,2,0,1,0,1,3,28.7,0.6667,0.89,0.194,12.998,0.511,1,4,5
13199,09/07/2012,3,1,7,3,0,1,0,1,3,28.7,0.6667,0.89,0.194,12.998,0.511,0,5,5
13200,09/07/2012,3,1,7,4,0,1,0,1,3,27.06,0.5909,0.89,0.3881,26.003,0.43,1,1,2
13201,09/07/2012,3,1,7,5,0,1,0,1,2,27.06,0.6061,0.83,0.2239,15.001,0.467,1,27,28
13202,09/07/2012,3,1,7,6,0,1,0,1,3,26.24,0.5758,0.89,0.2537,16.998,0.442,6,86,92
13203,09/07/2012,3,1,7,7,0,1,0,1,3,27.06,0.6061,0.83,0.2239,15.001,0.467,7,223,230
13204,09/07/2012,3,1,7,8,0,1,0,1,2,27.06,0.6061,0.83,0.1642,11.001,0.479,26,429,455
13205,09/07/2012,3,1,7,9,0,1,0,1,2,27.06,0.6061,0.83,0.1642,11.001,0.479,38,325,363
13206,09/07/2012,3,1,7,10,0,1,0,1,2,27.06,0.6061,0.83,0.194,12.998,0.473,58,117,175
13207,09/07/2012,3,1,7,11,0,1,0,1,2,29.52,0.6818,0.62,0.1343,8.998,0.538,72,144,216
13208,09/07/2012,3,1,7,12,0,1,0,1,2,30.34,0.6818,0.58,0.1343,8.998,0.548,61,205,266
13209,09/07/2012,3,1,7,13,0,1,0,1,2,31.16,0.697,0.55,0.2537,16.998,0.538,67,188,255
13210,09/07/2012,3,1,7,14,0,1,0,1,2,30.34,0.6818,0.55,0.2537,16.998,0.524,58,184,242
13211,09/07/2012,3,1,7,15,0,1,0,1,2,31.16,0.6818,0.45,0.2239,15.001,0.54,66,214,280
13212,09/07/2012,3,1,7,16,0,1,0,1,1,31.98,0.697,0.4,0.2836,19.001,0.542,88,325,413
13213,09/07/2012,3,1,7,17,0,1,0,1,1,31.98,0.697,0.4,0.1642,11.001,0.566,108,741,849
13214,09/07/2012,3,1,7,18,0,1,0,1,1,31.16,0.6818,0.48,0.1343,8.998,0.558,82,790,872
13215,09/07/2012,3,1,7,19,0,1,0,1,1,30.34,0.6818,0.55,0.1642,11.001,0.542,88,543,631
13216,09/07/2012,3,1,7,20,0,1,0,1,2,30.34,0.6818,0.55,0.1045,7.002,0.554,69,378,447
13217,09/07/2012,3,1,7,21,0,1,0,1,2,30.34,0.6818,0.55,0.0896,6.003,0.557,33,298,331
13218,09/07/2012,3,1,7,22,0,1,0,1,2,29.52,0.6667,0.58,0.1045,7.002,0.539,35,189,224
13219,09/07/2012,3,1,7,23,0,1,0,1,2,28.7,0.6515,0.65,0.1045,7.002,0.525,22,109,131
13220,10/07/2012,3,1,7,0,0,2,0,1,1,28.7,0.6515,0.7,0.0896,6.003,0.528,16,53,69
13221,10/07/2012,3,1,7,1,0,2,0,1,1,28.7,0.6667,0.74,0.1343,8.998,0.523,0,15,15
13222,10/07/2012,3,1,7,2,0,2,0,1,1,28.7,0.6667,0.74,0.1343,8.998,0.523,1,15,16
13223,10/07/2012,3,1,7,3,0,2,0,1,1,27.88,0.6364,0.79,0,0,0.531,0,3,3
13224,10/07/2012,3,1,7,4,0,2,0,1,1,27.88,0.6364,0.79,0.1343,8.998,0.504,0,4,4
13225,10/07/2012,3,1,7,5,0,2,0,1,1,27.06,0.6061,0.83,0.1343,8.998,0.485,3,39,42
13226,10/07/2012,3,1,7,6,0,2,0,1,2,27.88,0.6364,0.79,0.1045,7.002,0.51,4,183,187
13227,10/07/2012,3,1,7,7,0,2,0,1,2,28.7,0.6667,0.74,0.1045,7.002,0.529,31,489,520
13228,10/07/2012,3,1,7,8,0,2,0,1,1,29.52,0.697,0.74,0.1343,8.998,0.542,34,615,649
13229,10/07/2012,3,1,7,9,0,2,0,1,1,30.34,0.697,0.66,0.1343,8.998,0.552,47,284,331
13230,10/07/2012,3,1,7,10,0,2,0,1,1,31.16,0.7121,0.62,0.194,12.998,0.555,56,134,
13231,10/07/2012,3,1,7,11,0,2,0,1,1,32.8,0.7273,0.46,0.194,12.998,0.579,92,157,249
13232,10/07/2012,3,1,7,12,0,2,0,1,1,32.8,0.7121,0.41,0.1343,8.998,0.587,69,203,272
13233,10/07/2012,3,1,7,13,0,2,0,1,1,33.62,0.7273,0.38,0.194,12.998,0.589,77,203,280
13234,10/07/2012,3,1,7,14,0,2,0,1,1,33.62,0.7273,0.38,0.1642,11.001,0.595,71,171,242
13235,10/07/2012,3,1,7,15,0,2,0,1,1,32.8,0.7121,0.41,0.2239,15.001,0.569,77,188,265
13236,10/07/2012,3,1,7,16,0,2,0,1,1,32.8,0.7273,0.43,0.2239,15.001,0.573,89,346,435
13237,10/07/2012,3,1,7,17,0,2,0,1,1,31.98,0.7121,0.49,0.194,12.998,0.565,103,769,872
13238,10/07/2012,3,1,7,18,0,2,0,1,3,28.7,0.6667,0.74,0.2239,15.001,0.505,70,749,819
13239,10/07/2012,3,1,7,19,0,2,0,1,3,28.7,0.6667,0.74,0.2239,15.001,0.505,55,359,414
13240,10/07/2012,3,1,7,20,0,2,0,1,3,26.24,0.5758,0.83,0.2239,15.001,0.448,9,75,84
13241,10/07/2012,3,1,7,21,0,2,0,1,3,26.24,0.5758,0.89,0.1045,7.002,0.472,7,83,90
13242,10/07/2012,3,1,7,22,0,2,0,1,2,26.24,0.5758,0.83,0.1343,8.998,0.466,14,125,139
13243,10/07/2012,3,1,7,23,0,2,0,1,2,26.24,0.5758,0.89,0.1045,7.002,0.472,29,74,103
13244,11/07/2012,3,1,7,0,0,3,0,1,2,27.06,0.6061,0.83,0.1343,8.998,0.485,6,38,44
13245,11/07/2012,3,1,7,1,0,3,0,1,1,26.24,0.5758,0.89,0,0,0.493,3,11,14
13246,11/07/2012,3,1,7,2,0,3,0,1,1,26.24,0.5758,0.89,0,0,0.493,0,5,5
13247,11/07/2012,3,1,7,3,0,3,0,1,1,26.24,0.5758,0.89,0.1343,8.998,0.466,0,5,5
13248,11/07/2012,3,1,7,4,0,3,0,1,1,26.24,0.5758,0.89,0.1343,8.998,0.466,1,6,7
13249,11/07/2012,3,1,7,5,0,3,0,1,1,26.24,0.5758,0.89,0,0,0.493,5,36,41
13250,11/07/2012,3,1,7,6,0,3,0,1,1,26.24,0.5758,0.89,0.1343,8.998,0.466,17,168,185
13251,11/07/2012,3,1,7,7,0,3,0,1,2,27.06,0.6061,0.83,0.1045,7.002,0.491,26,471,497
13252,11/07/2012,3,1,7,8,0,3,0,1,2,27.88,0.6364,0.79,0.1642,11.001,0.498,30,644,674
13253,11/07/2012,3,1,7,9,0,3,0,1,2,28.7,0.6667,0.74,0.1343,8.998,0.523,30,298,328
13254,11/07/2012,3,1,7,10,0,3,0,1,2,29.52,0.6818,0.62,0.1343,8.998,0.538,47,148,195
13255,11/07/2012,3,1,7,11,0,3,0,1,2,31.16,0.7121,0.58,0.1343,8.998,0.567,56,173,229
13256,11/07/2012,3,1,7,12,0,3,0,1,2,31.98,0.697,0.43,0,0,0.599,69,223,292
13257,11/07/2012,3,1,7,13,0,3,0,1,2,32.8,0.7121,0.42,0.1642,11.001,0.581,65,208,273
13258,11/07/2012,3,1,7,14,0,3,0,1,1,32.8,0.7121,0.41,0.2239,15.001,0.569,66,175,241
13259,11/07/2012,3,1,7,15,0,3,0,1,1,32.8,0.7121,0.41,0.2537,16.998,0.563,56,220,276
13260,11/07/2012,3,1,7,16,0,3,0,1,1,32.8,0.7121,0.38,0.194,12.998,0.575,53,358,411
13261,11/07/2012,3,1,7,17,0,3,0,1,1,32.8,0.697,0.31,0.2239,15.001,0.564,90,740,830
13262,11/07/2012,3,1,7,18,0,3,0,1,1,31.98,0.6818,0.38,0.2537,16.998,0.544,79,735,814
13263,11/07/2012,3,1,7,19,0,3,0,1,1,30.34,0.6667,0.48,0.2239,15.001,0.525,73,560,633
13264,11/07/2012,3,1,7,20,0,3,0,1,1,30.34,0.6667,0.51,0.1642,11.001,0.537,73,410,483
13265,11/07/2012,3,1,7,21,0,3,0,1,1,29.52,0.6667,0.58,0.2239,15.001,0.515,69,322,391
13266,11/07/2012,3,1,7,22,0,3,0,1,1,29.52,0.6667,0.58,0.2537,16.998,0.509,41,203,244
13267,11/07/2012,3,1,7,23,0,3,0,1,2,28.7,0.6515,0.58,0.2537,16.998,0.495,20,132,152
13268,12/07/2012,3,1,7,0,0,4,0,1,2,27.88,0.6364,0.61,0,0,0.531,1,55,56
13269,12/07/2012,3,1,7,1,0,4,0,1,2,27.06,0.6212,0.61,0,0,0.516,0,21,21
13270,12/07/2012,3,1,7,2,0,4,0,1,2,27.06,0.6212,0.65,0.0896,6.003,0.498,0,9,9
13271,12/07/2012,3,1,7,3,0,4,0,1,1,26.24,0.6061,0.69,0.1045,7.002,0.481,0,10,10
13272,12/07/2012,3,1,7,4,0,4,0,1,1,26.24,0.6061,0.73,0.1045,7.002,0.481,0,5,5
13273,12/07/2012,3,1,7,5,0,4,0,1,1,25.42,0.5909,0.73,0.1045,7.002,0.466,4,40,44
13274,12/07/2012,3,1,7,6,0,4,0,1,1,26.24,0.6061,0.73,0.0896,6.003,0.484,7,171,178
13275,12/07/2012,3,1,7,7,0,4,0,1,1,26.24,0.6061,0.73,0.1343,8.998,0.475,32,480,512
13276,12/07/2012,3,1,7,8,0,4,0,1,1,27.88,0.6364,0.65,0.1343,8.998,0.504,49,653,702
13277,12/07/2012,3,1,7,9,0,4,0,1,1,29.52,0.6667,0.58,0.1045,7.002,0.539,42,285,327
13278,12/07/2012,3,1,7,10,0,4,0,1,1,30.34,0.6667,0.48,0.1642,11.001,0.537,69,145,214
13279,12/07/2012,3,1,7,11,0,4,0,1,1,31.16,0.6818,0.45,0.1045,7.002,0.564,49,166,215
13280,12/07/2012,3,1,7,12,0,4,0,1,1,31.98,0.6818,0.35,0.1343,8.998,0.568,71,221,292
13281,12/07/2012,3,1,7,13,0,4,0,1,1,32.8,0.697,0.33,0.2239,15.001,0.564,52,225,277
13282,12/07/2012,3,1,7,14,0,4,0,1,1,31.98,0.6818,0.33,0.2239,15.001,0.55,42,167,209
13283,12/07/2012,3,1,7,15,0,4,0,1,1,32.8,0.7121,0.36,0.194,12.998,0.575,63,208,271
